date,NASDAQ,S&P 500,ETF,Clean Energy,Renewable Energy,Clean Tech Stocks
2015-01-05,17.0,15.0,0.0,49.0,40.0,60.0,61.0
2015-01-06,20.0,16.0,0.0,58.0,51.0,66.0,86.0
2015-01-07,18.0,15.0,0.0,49.0,44.0,64.0,72.0
2015-01-08,19.0,15.0,0.0,49.0,53.0,69.0,53.0
2015-01-09,18.0,14.0,0.0,43.0,34.0,62.0,44.0
2015-01-10,8.0,6.0,0.0,27.0,23.0,33.0,30.0
2015-01-11,6.0,6.0,0.0,27.0,29.0,43.0,27.0
2015-01-12,17.0,13.0,0.0,45.0,47.0,72.0,52.0
2015-01-13,17.0,13.0,0.0,49.0,47.0,70.0,65.0
2015-01-14,19.0,14.0,0.0,51.0,47.0,67.0,72.0
2015-01-15,17.0,14.0,0.0,48.0,47.0,67.0,63.0
2015-01-16,17.0,14.0,0.0,46.0,35.0,57.0,57.0
2015-01-17,7.0,7.0,0.0,29.0,22.0,37.0,39.0
2015-01-18,6.0,5.0,0.0,27.0,21.0,38.0,30.0
2015-01-19,14.0,8.0,0.0,39.0,33.0,63.0,50.0
2015-01-20,16.0,13.0,0.0,47.0,44.0,72.0,55.0
2015-01-21,17.0,12.0,0.0,46.0,54.0,75.0,45.0
2015-01-22,18.0,13.0,0.0,52.0,47.0,75.0,46.0
2015-01-23,19.0,13.0,0.0,50.0,42.0,61.0,57.0
2015-01-24,8.0,6.0,0.0,29.0,17.0,37.0,32.0
2015-01-25,5.0,6.0,0.0,29.0,29.0,40.0,26.0
2015-01-26,17.0,11.0,0.0,47.0,39.0,67.0,44.0
2015-01-27,21.0,12.0,0.0,49.0,42.0,74.0,42.0
2015-01-28,20.0,14.0,0.0,47.0,51.0,66.0,46.0
2015-01-29,20.0,14.0,0.0,47.0,45.0,70.0,49.0
2015-01-30,19.0,13.0,0.0,41.0,46.0,62.0,46.0
2015-01-31,8.0,7.0,0.0,26.0,22.0,35.0,33.0
2015-02-01,6.0,6.0,0.0,26.0,22.0,41.0,27.0
2015-02-02,16.0,12.0,0.0,43.0,44.0,67.0,46.0
2015-02-03,20.0,15.0,0.0,53.0,49.0,77.0,62.0
2015-02-04,20.0,14.0,0.0,47.0,47.0,76.0,67.0
2015-02-05,21.0,14.0,0.0,50.0,47.0,77.0,59.0
2015-02-06,19.0,13.0,0.0,47.0,45.0,66.0,50.0
2015-02-07,8.0,6.0,0.0,26.0,18.0,36.0,31.0
2015-02-08,6.0,5.0,0.0,27.0,25.0,43.0,25.0
2015-02-09,16.0,12.0,0.0,44.0,49.0,75.0,46.0
2015-02-10,18.0,12.0,0.0,42.0,53.0,73.0,47.0
2015-02-11,20.0,12.0,0.0,41.0,39.0,78.0,45.0
2015-02-12,20.0,13.0,0.0,42.0,45.0,68.0,41.0
2015-02-13,19.0,13.0,0.0,44.0,46.0,56.0,46.0
2015-02-14,8.0,6.0,0.0,26.0,27.0,35.0,24.0
2015-02-15,6.0,7.0,0.0,26.0,29.0,44.0,22.0
2015-02-16,14.0,8.0,0.0,36.0,42.0,63.0,39.0
2015-02-17,17.0,12.0,0.0,43.0,50.0,71.0,48.0
2015-02-18,19.0,13.0,0.0,47.0,47.0,75.0,41.0
2015-02-19,20.0,12.0,0.0,43.0,49.0,73.0,39.0
2015-02-20,18.0,12.0,0.0,42.0,49.0,62.0,35.0
2015-02-21,9.0,7.0,0.0,25.0,28.0,42.0,21.0
2015-02-22,6.0,5.0,0.0,26.0,30.0,49.0,18.0
2015-02-23,17.0,12.0,0.0,45.0,50.0,75.0,35.0
2015-02-24,20.0,12.0,0.0,46.0,45.0,73.0,38.0
2015-02-25,21.0,13.0,0.0,46.0,53.0,79.0,36.0
2015-02-26,21.0,12.0,0.0,43.0,42.0,74.0,34.0
2015-02-27,18.0,11.0,0.0,41.0,43.0,66.0,34.0
2015-02-28,8.0,6.0,0.0,26.0,29.0,42.0,23.0
2015-03-01,6.0,5.0,0.0,26.0,27.0,50.0,19.0
2015-03-02,26.0,13.0,0.0,42.0,53.0,76.0,33.0
2015-03-03,27.0,13.0,0.0,42.0,44.0,79.0,33.0
2015-03-04,21.0,12.0,0.0,43.0,47.0,76.0,32.0
2015-03-05,19.0,12.0,0.0,44.0,46.0,70.0,30.0
2015-03-06,20.0,14.0,0.0,46.0,39.0,63.0,28.0
2015-03-07,8.0,6.0,0.0,24.0,17.0,41.0,17.0
2015-03-08,7.0,5.0,0.0,24.0,25.0,48.0,15.0
2015-03-09,20.0,12.0,0.0,41.0,42.0,75.0,29.0
2015-03-10,19.0,13.0,0.0,42.0,50.0,82.0,30.0
2015-03-11,20.0,14.0,0.0,45.0,49.0,78.0,28.0
2015-03-12,19.0,14.0,0.0,43.0,44.0,69.0,27.0
2015-03-13,17.0,13.0,0.0,42.0,41.0,64.0,32.0
2015-03-14,7.0,6.0,0.0,25.0,23.0,36.0,21.0
2015-03-15,6.0,5.0,0.0,27.0,23.0,43.0,17.0
2015-03-16,16.0,13.0,0.0,47.0,43.0,73.0,40.0
2015-03-17,16.0,13.0,0.0,47.0,47.0,76.0,39.0
2015-03-18,19.0,13.0,0.0,45.0,51.0,79.0,43.0
2015-03-19,18.0,12.0,0.0,45.0,51.0,74.0,35.0
2015-03-20,19.0,12.0,0.0,43.0,41.0,58.0,33.0
2015-03-21,7.0,6.0,0.0,24.0,23.0,43.0,18.0
2015-03-22,6.0,5.0,0.0,27.0,26.0,47.0,16.0
2015-03-23,18.0,12.0,0.0,46.0,46.0,79.0,31.0
2015-03-24,18.0,12.0,0.0,45.0,51.0,84.0,30.0
2015-03-25,18.0,10.0,0.0,43.0,54.0,85.0,25.0
2015-03-26,21.0,14.0,0.0,42.0,47.0,82.0,37.0
2015-03-27,17.0,11.0,0.0,36.0,46.0,63.0,32.0
2015-03-28,7.0,5.0,0.0,21.0,23.0,40.0,18.0
2015-03-29,6.0,5.0,0.0,22.0,28.0,47.0,15.0
2015-03-30,16.0,11.0,0.0,39.0,51.0,68.0,30.0
2015-03-31,18.0,12.0,0.0,40.0,47.0,77.0,30.0
2015-04-01,18.0,13.0,0.0,41.0,45.0,70.0,30.0
2015-04-02,18.0,11.0,0.0,38.0,45.0,61.0,31.0
2015-04-03,11.0,7.0,0.0,28.0,28.0,49.0,24.0
2015-04-04,6.0,5.0,0.0,23.0,24.0,35.0,15.0
2015-04-05,6.0,4.0,0.0,21.0,22.0,33.0,12.0
2015-04-06,15.0,12.0,0.0,36.0,43.0,56.0,31.0
2015-04-07,18.0,12.0,0.0,39.0,46.0,67.0,32.0
2015-04-08,17.0,11.0,0.0,41.0,50.0,77.0,32.0
2015-04-09,17.0,12.0,0.0,45.0,50.0,69.0,29.0
2015-04-10,17.0,11.0,0.0,44.0,43.0,63.0,24.0
2015-04-11,7.0,6.0,0.0,26.0,21.0,35.0,13.0
2015-04-12,5.0,5.0,0.0,24.0,27.0,43.0,13.0
2015-04-13,16.0,11.0,0.0,41.0,51.0,77.0,26.0
2015-04-14,18.0,11.0,0.0,40.0,53.0,98.0,27.0
2015-04-15,18.0,12.0,0.0,43.0,43.0,86.0,31.0
2015-04-16,20.0,11.0,0.0,43.0,49.0,79.0,32.0
2015-04-17,17.0,12.0,0.0,41.0,51.0,70.0,28.0
2015-04-18,6.0,5.0,0.0,20.0,28.0,44.0,15.0
2015-04-19,6.0,5.0,0.0,22.0,29.0,54.0,13.0
2015-04-20,18.0,11.0,0.0,39.0,57.0,81.0,28.0
2015-04-21,18.0,12.0,0.0,43.0,53.0,90.0,28.0
2015-04-22,19.0,13.0,0.0,44.0,59.0,88.0,26.0
2015-04-23,22.0,12.0,0.0,41.0,53.0,77.0,27.0
2015-04-24,26.0,13.0,0.0,39.0,46.0,66.0,24.0
2015-04-25,9.0,6.0,0.0,24.0,24.0,40.0,14.0
2015-04-26,7.0,4.0,0.0,24.0,24.0,51.0,11.0
2015-04-27,20.0,10.0,0.0,39.0,42.0,74.0,25.0
2015-04-28,20.0,11.0,0.0,37.0,49.0,85.0,25.0
2015-04-29,20.0,11.0,0.0,36.0,47.0,87.0,26.0
2015-04-30,20.0,12.0,0.0,37.0,56.0,79.0,26.0
2015-05-01,20.0,12.0,0.0,32.0,58.0,70.0,27.0
2015-05-02,6.0,5.0,0.0,19.0,18.0,35.0,13.0
2015-05-03,6.0,4.0,0.0,19.0,22.0,46.0,12.0
2015-05-04,17.0,11.0,0.0,34.0,46.0,73.0,24.0
2015-05-05,19.0,12.0,0.0,38.0,53.0,88.0,27.0
2015-05-06,19.0,11.0,0.0,37.0,41.0,88.0,31.0
2015-05-07,19.0,12.0,0.0,36.0,50.0,78.0,29.0
2015-05-08,17.0,11.0,0.0,33.0,40.0,73.0,25.0
2015-05-09,6.0,5.0,0.0,20.0,26.0,34.0,13.0
2015-05-10,5.0,4.0,0.0,19.0,16.0,47.0,11.0
2015-05-11,18.0,10.0,0.0,33.0,60.0,77.0,22.0
2015-05-12,18.0,10.0,0.0,35.0,45.0,87.0,25.0
2015-05-13,15.0,10.0,0.0,36.0,49.0,81.0,24.0
2015-05-14,17.0,12.0,0.0,34.0,46.0,78.0,21.0
2015-05-15,16.0,12.0,0.0,31.0,40.0,66.0,21.0
2015-05-16,7.0,5.0,0.0,18.0,26.0,38.0,11.0
2015-05-17,5.0,4.0,0.0,18.0,20.0,42.0,10.0
2015-05-18,15.0,10.0,0.0,32.0,42.0,76.0,20.0
2015-05-19,17.0,10.0,0.0,35.0,45.0,76.0,24.0
2015-05-20,18.0,10.0,0.0,36.0,53.0,88.0,23.0
2015-05-21,18.0,9.0,0.0,35.0,48.0,76.0,21.0
2015-05-22,16.0,9.0,0.0,33.0,44.0,67.0,20.0
2015-05-23,6.0,5.0,0.0,19.0,21.0,36.0,10.0
2015-05-24,4.0,3.0,0.0,19.0,15.0,49.0,9.0
2015-05-25,9.0,4.0,0.0,25.0,30.0,56.0,13.0
2015-05-26,15.0,9.0,0.0,34.0,42.0,72.0,21.0
2015-05-27,17.0,11.0,0.0,34.0,50.0,68.0,20.0
2015-05-28,18.0,10.0,0.0,36.0,44.0,63.0,20.0
2015-05-29,16.0,9.0,0.0,32.0,32.0,58.0,19.0
2015-05-30,6.0,5.0,0.0,19.0,25.0,34.0,11.0
2015-05-31,6.0,4.0,0.0,20.0,20.0,46.0,11.0
2015-06-01,16.0,10.0,0.0,32.0,46.0,63.0,21.0
2015-06-02,16.0,10.0,0.0,33.0,49.0,71.0,20.0
2015-06-03,16.0,10.0,0.0,35.0,44.0,66.0,20.0
2015-06-04,16.0,10.0,0.0,35.0,52.0,71.0,21.0
2015-06-05,16.0,10.0,0.0,34.0,42.0,58.0,20.0
2015-06-06,6.0,5.0,0.0,18.0,15.0,36.0,10.0
2015-06-07,6.0,4.0,0.0,19.0,28.0,36.0,9.0
2015-06-08,15.0,10.0,0.0,32.0,42.0,66.0,18.0
2015-06-09,15.0,11.0,0.0,35.0,44.0,66.0,19.0
2015-06-10,16.0,11.0,0.0,35.0,39.0,67.0,19.0
2015-06-11,15.0,10.0,0.0,33.0,40.0,63.0,18.0
2015-06-12,14.0,9.0,0.0,31.0,42.0,60.0,18.0
2015-06-13,6.0,4.0,0.0,17.0,19.0,38.0,10.0
2015-06-14,5.0,4.0,0.0,19.0,21.0,41.0,8.0
2015-06-15,13.0,9.0,0.0,32.0,44.0,66.0,18.0
2015-06-16,16.0,10.0,0.0,32.0,48.0,68.0,17.0
2015-06-17,14.0,9.0,0.0,33.0,40.0,63.0,16.0
2015-06-18,17.0,10.0,0.0,34.0,36.0,62.0,17.0
2015-06-19,16.0,9.0,0.0,35.0,38.0,51.0,16.0
2015-06-20,6.0,4.0,0.0,19.0,27.0,34.0,9.0
2015-06-21,5.0,4.0,0.0,19.0,19.0,37.0,8.0
2015-06-22,15.0,9.0,0.0,36.0,50.0,58.0,17.0
2015-06-23,16.0,10.0,0.0,37.0,51.0,64.0,17.0
2015-06-24,16.0,9.0,0.0,36.0,46.0,61.0,16.0
2015-06-25,15.0,10.0,0.0,34.0,44.0,57.0,14.0
2015-06-26,15.0,9.0,0.0,35.0,39.0,45.0,14.0
2015-06-27,6.0,4.0,0.0,19.0,23.0,34.0,9.0
2015-06-28,5.0,4.0,0.0,22.0,16.0,37.0,9.0
2015-06-29,19.0,15.0,0.0,48.0,40.0,57.0,18.0
2015-06-30,19.0,14.0,0.0,42.0,55.0,55.0,18.0
2015-07-01,16.0,13.0,0.0,41.0,40.0,49.0,19.0
2015-07-02,15.0,10.0,0.0,34.0,39.0,47.0,16.0
2015-07-03,11.0,6.0,0.0,30.0,30.0,40.0,14.0
2015-07-04,5.0,4.0,0.0,23.0,19.0,32.0,9.0
2015-07-05,5.0,5.0,0.0,23.0,21.0,33.0,9.0
2015-07-06,17.0,13.0,0.0,45.0,45.0,51.0,26.0
2015-07-07,17.0,13.0,0.0,47.0,39.0,54.0,32.0
2015-07-08,26.0,16.0,0.0,54.0,48.0,59.0,30.0
2015-07-09,17.0,14.0,0.0,45.0,48.0,50.0,25.0
2015-07-10,16.0,13.0,0.0,39.0,41.0,45.0,21.0
2015-07-11,6.0,5.0,0.0,19.0,23.0,31.0,12.0
2015-07-12,5.0,4.0,0.0,22.0,33.0,33.0,10.0
2015-07-13,15.0,12.0,0.0,37.0,57.0,56.0,23.0
2015-07-14,16.0,12.0,0.0,39.0,55.0,57.0,33.0
2015-07-15,16.0,13.0,0.0,38.0,46.0,55.0,26.0
2015-07-16,18.0,13.0,0.0,39.0,39.0,52.0,23.0
2015-07-17,20.0,12.0,0.0,39.0,43.0,45.0,22.0
2015-07-18,8.0,5.0,0.0,21.0,21.0,31.0,13.0
2015-07-19,6.0,5.0,0.0,21.0,22.0,35.0,12.0
2015-07-20,19.0,11.0,0.0,40.0,46.0,54.0,25.0
2015-07-21,21.0,12.0,0.0,41.0,43.0,58.0,25.0
2015-07-22,21.0,12.0,0.0,36.0,39.0,56.0,25.0
2015-07-23,19.0,11.0,0.0,36.0,42.0,55.0,26.0
2015-07-24,18.0,10.0,0.0,36.0,38.0,45.0,25.0
2015-07-25,7.0,6.0,0.0,20.0,19.0,32.0,15.0
2015-07-26,6.0,5.0,0.0,19.0,20.0,37.0,11.0
2015-07-27,18.0,12.0,0.0,38.0,38.0,58.0,30.0
2015-07-28,18.0,12.0,0.0,38.0,43.0,56.0,30.0
2015-07-29,19.0,11.0,0.0,35.0,47.0,56.0,27.0
2015-07-30,19.0,11.0,0.0,32.0,40.0,56.0,25.0
2015-07-31,16.0,10.0,0.0,31.0,41.0,47.0,27.0
2015-08-01,6.0,5.0,0.0,19.0,26.0,35.0,15.0
2015-08-02,5.0,3.0,0.0,17.0,24.0,38.0,13.0
2015-08-03,16.0,11.0,0.0,34.0,68.0,64.0,31.0
2015-08-04,18.0,11.0,0.0,36.0,68.0,60.0,31.0
2015-08-05,21.0,12.0,0.0,34.0,58.0,57.0,29.0
2015-08-06,21.0,11.0,0.0,32.0,48.0,52.0,32.0
2015-08-07,17.0,11.0,0.0,32.0,42.0,43.0,28.0
2015-08-08,6.0,5.0,0.0,17.0,26.0,32.0,17.0
2015-08-09,5.0,5.0,0.0,19.0,22.0,37.0,14.0
2015-08-10,16.0,10.0,0.0,32.0,42.0,48.0,32.0
2015-08-11,19.0,12.0,0.0,34.0,48.0,55.0,34.0
2015-08-12,20.0,14.0,0.0,38.0,52.0,58.0,36.0
2015-08-13,16.0,12.0,0.0,34.0,44.0,55.0,35.0
2015-08-14,15.0,10.0,0.0,32.0,37.0,45.0,33.0
2015-08-15,6.0,4.0,0.0,18.0,20.0,31.0,19.0
2015-08-16,5.0,4.0,0.0,19.0,24.0,39.0,15.0
2015-08-17,15.0,10.0,0.0,30.0,47.0,57.0,33.0
2015-08-18,16.0,10.0,0.0,35.0,43.0,61.0,32.0
2015-08-19,16.0,12.0,0.0,36.0,47.0,61.0,38.0
2015-08-20,19.0,15.0,0.0,40.0,48.0,61.0,40.0
2015-08-21,25.0,27.0,0.0,48.0,44.0,51.0,47.0
2015-08-22,11.0,12.0,0.0,23.0,24.0,32.0,28.0
2015-08-23,8.0,8.0,0.0,23.0,24.0,42.0,21.0
2015-08-24,54.0,52.0,0.0,69.0,55.0,57.0,63.0
2015-08-25,41.0,45.0,0.0,59.0,54.0,62.0,51.0
2015-08-26,32.0,38.0,0.0,50.0,48.0,59.0,43.0
2015-08-27,27.0,29.0,0.0,52.0,39.0,57.0,41.0
2015-08-28,23.0,22.0,0.0,41.0,45.0,47.0,43.0
2015-08-29,8.0,8.0,0.0,21.0,18.0,29.0,25.0
2015-08-30,7.0,6.0,0.0,21.0,28.0,37.0,20.0
2015-08-31,19.0,19.0,0.0,37.0,40.0,56.0,46.0
2015-09-01,24.0,23.0,0.0,44.0,45.0,60.0,53.0
2015-09-02,22.0,21.0,0.0,40.0,47.0,61.0,48.0
2015-09-03,19.0,19.0,0.0,34.0,50.0,60.0,38.0
2015-09-04,18.0,17.0,0.0,33.0,39.0,53.0,34.0
2015-09-05,8.0,7.0,0.0,19.0,22.0,31.0,18.0
2015-09-06,5.0,5.0,0.0,18.0,25.0,37.0,15.0
2015-09-07,10.0,7.0,0.0,24.0,36.0,58.0,22.0
2015-09-08,19.0,15.0,0.0,31.0,44.0,67.0,34.0
2015-09-09,19.0,19.0,0.0,35.0,44.0,66.0,31.0
2015-09-10,19.0,15.0,0.0,33.0,52.0,64.0,28.0
2015-09-11,17.0,14.0,0.0,30.0,39.0,56.0,30.0
2015-09-12,7.0,6.0,0.0,17.0,20.0,33.0,16.0
2015-09-13,5.0,5.0,0.0,17.0,22.0,37.0,15.0
2015-09-14,17.0,14.0,0.0,29.0,41.0,70.0,32.0
2015-09-15,16.0,14.0,0.0,30.0,50.0,69.0,30.0
2015-09-16,17.0,13.0,0.0,32.0,51.0,65.0,31.0
2015-09-17,19.0,15.0,0.0,32.0,49.0,66.0,28.0
2015-09-18,17.0,14.0,0.0,30.0,39.0,56.0,26.0
2015-09-19,6.0,6.0,0.0,16.0,20.0,34.0,14.0
2015-09-20,5.0,4.0,0.0,17.0,25.0,43.0,11.0
2015-09-21,17.0,13.0,0.0,30.0,47.0,70.0,26.0
2015-09-22,19.0,14.0,0.0,32.0,47.0,65.0,27.0
2015-09-23,17.0,14.0,0.0,30.0,50.0,68.0,27.0
2015-09-24,17.0,15.0,0.0,30.0,51.0,65.0,26.0
2015-09-25,17.0,14.0,0.0,30.0,37.0,56.0,23.0
2015-09-26,7.0,5.0,0.0,16.0,18.0,31.0,12.0
2015-09-27,6.0,5.0,0.0,16.0,29.0,38.0,11.0
2015-09-28,19.0,17.0,0.0,31.0,46.0,65.0,27.0
2015-09-29,21.0,20.0,0.0,35.0,49.0,65.0,25.0
2015-09-30,20.0,17.0,0.0,31.0,45.0,68.0,25.0
2015-10-01,18.0,16.0,0.0,29.0,43.0,64.0,24.0
2015-10-02,16.0,15.0,0.0,28.0,45.0,63.0,23.0
2015-10-03,6.0,6.0,0.0,16.0,24.0,37.0,14.0
2015-10-04,5.0,5.0,0.0,15.0,21.0,44.0,12.0
2015-10-05,16.0,14.0,0.0,29.0,50.0,70.0,28.0
2015-10-06,19.0,15.0,0.0,32.0,46.0,74.0,30.0
2015-10-07,19.0,14.0,0.0,34.0,59.0,79.0,32.0
2015-10-08,18.0,15.0,0.0,30.0,51.0,70.0,29.0
2015-10-09,18.0,14.0,0.0,29.0,41.0,61.0,29.0
2015-10-10,6.0,6.0,0.0,17.0,26.0,38.0,16.0
2015-10-11,5.0,4.0,0.0,17.0,26.0,44.0,13.0
2015-10-12,16.0,12.0,0.0,28.0,44.0,72.0,28.0
2015-10-13,18.0,15.0,0.0,29.0,45.0,79.0,29.0
2015-10-14,17.0,14.0,0.0,28.0,49.0,68.0,25.0
2015-10-15,17.0,14.0,0.0,28.0,48.0,70.0,24.0
2015-10-16,17.0,14.0,0.0,28.0,47.0,66.0,22.0
2015-10-17,6.0,6.0,0.0,16.0,25.0,34.0,12.0
2015-10-18,5.0,5.0,0.0,17.0,36.0,49.0,12.0
2015-10-19,16.0,13.0,0.0,28.0,49.0,82.0,24.0
2015-10-20,15.0,13.0,0.0,30.0,53.0,79.0,23.0
2015-10-21,18.0,12.0,0.0,29.0,46.0,75.0,22.0
2015-10-22,19.0,14.0,0.0,30.0,50.0,68.0,22.0
2015-10-23,21.0,14.0,0.0,32.0,42.0,64.0,20.0
2015-10-24,8.0,7.0,0.0,18.0,21.0,34.0,10.0
2015-10-25,6.0,5.0,0.0,19.0,30.0,43.0,10.0
2015-10-26,18.0,13.0,0.0,31.0,52.0,70.0,24.0
2015-10-27,19.0,13.0,0.0,30.0,50.0,83.0,27.0
2015-10-28,20.0,14.0,0.0,32.0,50.0,69.0,26.0
2015-10-29,19.0,13.0,0.0,30.0,51.0,71.0,22.0
2015-10-30,16.0,13.0,0.0,28.0,38.0,59.0,20.0
2015-10-31,7.0,5.0,0.0,17.0,22.0,38.0,12.0
2015-11-01,5.0,5.0,0.0,16.0,25.0,47.0,10.0
2015-11-02,19.0,13.0,0.0,31.0,49.0,83.0,22.0
2015-11-03,20.0,15.0,0.0,31.0,45.0,85.0,24.0
2015-11-04,20.0,14.0,0.0,31.0,42.0,72.0,23.0
2015-11-05,20.0,12.0,0.0,32.0,53.0,83.0,20.0
2015-11-06,18.0,14.0,0.0,30.0,47.0,66.0,19.0
2015-11-07,7.0,6.0,0.0,20.0,29.0,38.0,11.0
2015-11-08,5.0,5.0,0.0,19.0,20.0,46.0,9.0
2015-11-09,18.0,12.0,0.0,33.0,46.0,73.0,21.0
2015-11-10,19.0,14.0,0.0,32.0,52.0,83.0,21.0
2015-11-11,18.0,12.0,0.0,30.0,45.0,65.0,19.0
2015-11-12,17.0,13.0,0.0,33.0,50.0,76.0,23.0
2015-11-13,16.0,13.0,0.0,30.0,38.0,63.0,25.0
2015-11-14,6.0,6.0,0.0,17.0,19.0,40.0,15.0
2015-11-15,5.0,4.0,0.0,17.0,21.0,46.0,13.0
2015-11-16,16.0,12.0,0.0,30.0,40.0,81.0,28.0
2015-11-17,18.0,13.0,0.0,30.0,48.0,83.0,26.0
2015-11-18,18.0,14.0,0.0,30.0,49.0,83.0,25.0
2015-11-19,20.0,14.0,0.0,31.0,42.0,93.0,24.0
2015-11-20,18.0,12.0,0.0,30.0,40.0,62.0,24.0
2015-11-21,7.0,6.0,0.0,17.0,25.0,36.0,14.0
2015-11-22,5.0,5.0,0.0,17.0,21.0,48.0,13.0
2015-11-23,17.0,12.0,0.0,29.0,53.0,71.0,28.0
2015-11-24,17.0,10.0,0.0,28.0,45.0,72.0,27.0
2015-11-25,15.0,9.0,0.0,28.0,41.0,63.0,23.0
2015-11-26,11.0,6.0,0.0,25.0,34.0,57.0,15.0
2015-11-27,13.0,7.0,0.0,24.0,26.0,44.0,16.0
2015-11-28,6.0,5.0,0.0,17.0,28.0,37.0,11.0
2015-11-29,5.0,5.0,0.0,18.0,30.0,47.0,11.0
2015-11-30,15.0,11.0,0.0,28.0,82.0,88.0,22.0
2015-12-01,18.0,13.0,0.0,30.0,63.0,95.0,22.0
2015-12-02,16.0,13.0,0.0,30.0,66.0,93.0,25.0
2015-12-03,17.0,13.0,0.0,31.0,58.0,89.0,26.0
2015-12-04,17.0,14.0,0.0,30.0,51.0,71.0,30.0
2015-12-05,8.0,6.0,0.0,18.0,26.0,39.0,17.0
2015-12-06,5.0,4.0,0.0,17.0,32.0,52.0,12.0
2015-12-07,16.0,12.0,0.0,32.0,56.0,88.0,37.0
2015-12-08,17.0,13.0,0.0,33.0,63.0,88.0,42.0
2015-12-09,17.0,13.0,0.0,31.0,59.0,84.0,39.0
2015-12-10,19.0,13.0,0.0,30.0,68.0,78.0,33.0
2015-12-11,18.0,15.0,0.0,35.0,49.0,69.0,42.0
2015-12-12,7.0,7.0,0.0,21.0,21.0,38.0,26.0
2015-12-13,5.0,5.0,0.0,21.0,32.0,54.0,19.0
2015-12-14,17.0,14.0,0.0,36.0,50.0,81.0,43.0
2015-12-15,18.0,14.0,0.0,36.0,62.0,74.0,38.0
2015-12-16,19.0,15.0,0.0,36.0,45.0,75.0,36.0
2015-12-17,18.0,15.0,0.0,34.0,45.0,70.0,39.0
2015-12-18,16.0,14.0,0.0,37.0,49.0,54.0,38.0
2015-12-19,7.0,6.0,0.0,18.0,26.0,30.0,22.0
2015-12-20,5.0,5.0,0.0,18.0,21.0,41.0,17.0
2015-12-21,15.0,13.0,0.0,32.0,39.0,52.0,33.0
2015-12-22,16.0,13.0,0.0,32.0,35.0,46.0,37.0
2015-12-23,16.0,12.0,0.0,32.0,30.0,41.0,33.0
2015-12-24,13.0,11.0,0.0,26.0,22.0,31.0,26.0
2015-12-25,6.0,5.0,0.0,19.0,19.0,23.0,16.0
2015-12-26,5.0,4.0,0.0,16.0,16.0,22.0,15.0
2015-12-27,5.0,5.0,0.0,18.0,21.0,31.0,14.0
2015-12-28,14.0,12.0,0.0,33.0,26.0,38.0,31.0
2015-12-29,15.0,13.0,0.0,36.0,37.0,42.0,34.0
2015-12-30,16.0,13.0,0.0,34.0,27.0,37.0,32.0
2015-12-31,14.0,15.0,0.0,28.0,21.0,31.0,28.0
2016-01-01,7.0,9.0,0.0,20.0,17.0,30.0,17.0
