date,NASDAQ,S&P 500,ETF,Clean Energy,Renewable Energy,Clean Tech Stocks
2016-01-02,5.0,6.0,0.0,19.0,21.0,36.0,16.0
2016-01-03,5.0,5.0,0.0,23.0,31.0,38.0,16.0
2016-01-04,19.0,21.0,0.0,37.0,41.0,58.0,40.0
2016-01-05,19.0,18.0,0.0,34.0,45.0,66.0,32.0
2016-01-06,18.0,17.0,0.0,35.0,50.0,67.0,39.0
2016-01-07,23.0,26.0,0.0,47.0,49.0,69.0,54.0
2016-01-08,20.0,24.0,0.0,40.0,44.0,63.0,42.0
2016-01-09,8.0,9.0,0.0,23.0,22.0,41.0,22.0
2016-01-10,5.0,7.0,0.0,23.0,20.0,44.0,16.0
2016-01-11,20.0,21.0,0.0,37.0,40.0,64.0,47.0
2016-01-12,20.0,19.0,0.0,40.0,50.0,72.0,67.0
2016-01-13,22.0,25.0,0.0,38.0,54.0,71.0,61.0
2016-01-14,22.0,27.0,0.0,41.0,48.0,68.0,58.0
2016-01-15,25.0,31.0,0.0,45.0,40.0,62.0,75.0
2016-01-16,8.0,12.0,0.0,25.0,23.0,36.0,42.0
2016-01-17,6.0,6.0,0.0,23.0,25.0,44.0,33.0
2016-01-18,15.0,14.0,0.0,35.0,45.0,61.0,73.0
2016-01-19,22.0,23.0,0.0,41.0,54.0,72.0,73.0
2016-01-20,25.0,37.0,0.0,50.0,43.0,74.0,100.0
2016-01-21,23.0,28.0,0.0,46.0,57.0,75.0,86.0
2016-01-22,21.0,23.0,0.0,41.0,44.0,58.0,79.0
2016-01-23,8.0,8.0,0.0,21.0,29.0,37.0,39.0
2016-01-24,5.0,6.0,0.0,23.0,27.0,46.0,34.0
2016-01-25,17.0,20.0,0.0,39.0,49.0,68.0,67.0
2016-01-26,21.0,21.0,0.0,41.0,44.0,69.0,60.0
2016-01-27,23.0,22.0,0.0,39.0,52.0,71.0,54.0
2016-01-28,23.0,21.0,0.0,36.0,55.0,77.0,52.0
2016-01-29,21.0,19.0,0.0,34.0,50.0,61.0,49.0
2016-01-30,8.0,8.0,0.0,21.0,26.0,39.0,29.0
2016-01-31,6.0,6.0,0.0,21.0,25.0,47.0,26.0
2016-02-01,20.0,19.0,0.0,34.0,51.0,68.0,49.0
2016-02-02,21.0,19.0,0.0,37.0,47.0,77.0,50.0
2016-02-03,22.0,21.0,0.0,38.0,53.0,78.0,49.0
2016-02-04,23.0,19.0,0.0,36.0,52.0,84.0,47.0
2016-02-05,22.0,21.0,0.0,34.0,50.0,62.0,43.0
2016-02-06,10.0,8.0,0.0,21.0,24.0,41.0,24.0
2016-02-07,7.0,7.0,0.0,19.0,25.0,40.0,20.0
2016-02-08,24.0,24.0,0.0,38.0,49.0,72.0,43.0
2016-02-09,25.0,24.0,0.0,44.0,45.0,85.0,46.0
2016-02-10,24.0,21.0,0.0,38.0,52.0,77.0,45.0
2016-02-11,26.0,28.0,0.0,50.0,54.0,74.0,54.0
2016-02-12,22.0,23.0,0.0,42.0,46.0,61.0,49.0
2016-02-13,8.0,8.0,0.0,23.0,23.0,39.0,29.0
2016-02-14,6.0,5.0,0.0,22.0,27.0,38.0,22.0
2016-02-15,15.0,11.0,0.0,30.0,48.0,61.0,43.0
2016-02-16,21.0,19.0,0.0,36.0,46.0,70.0,51.0
2016-02-17,21.0,20.0,0.0,36.0,52.0,76.0,47.0
2016-02-18,20.0,21.0,0.0,37.0,58.0,75.0,44.0
2016-02-19,17.0,18.0,0.0,33.0,51.0,62.0,41.0
2016-02-20,7.0,6.0,0.0,21.0,24.0,44.0,21.0
2016-02-21,5.0,5.0,0.0,23.0,29.0,54.0,18.0
2016-02-22,19.0,18.0,0.0,36.0,57.0,85.0,44.0
2016-02-23,19.0,19.0,0.0,36.0,51.0,81.0,42.0
2016-02-24,19.0,18.0,0.0,35.0,48.0,76.0,43.0
2016-02-25,21.0,19.0,0.0,35.0,55.0,73.0,39.0
2016-02-26,18.0,17.0,0.0,32.0,46.0,65.0,38.0
2016-02-27,7.0,7.0,0.0,18.0,21.0,38.0,21.0
2016-02-28,5.0,6.0,0.0,20.0,26.0,52.0,17.0
2016-02-29,18.0,16.0,0.0,31.0,60.0,82.0,39.0
2016-03-01,20.0,20.0,0.0,36.0,61.0,82.0,40.0
2016-03-02,19.0,19.0,0.0,35.0,53.0,76.0,41.0
2016-03-03,19.0,20.0,0.0,34.0,59.0,79.0,40.0
2016-03-04,18.0,20.0,0.0,36.0,44.0,68.0,40.0
2016-03-05,7.0,8.0,0.0,20.0,26.0,43.0,22.0
2016-03-06,5.0,6.0,0.0,22.0,25.0,50.0,17.0
2016-03-07,20.0,19.0,0.0,39.0,49.0,85.0,45.0
2016-03-08,19.0,18.0,0.0,37.0,56.0,76.0,47.0
2016-03-09,18.0,16.0,0.0,33.0,52.0,79.0,44.0
2016-03-10,19.0,18.0,0.0,35.0,53.0,79.0,42.0
2016-03-11,18.0,19.0,0.0,32.0,43.0,68.0,40.0
2016-03-12,7.0,7.0,0.0,19.0,26.0,41.0,23.0
2016-03-13,5.0,5.0,0.0,18.0,30.0,51.0,19.0
2016-03-14,16.0,17.0,0.0,32.0,51.0,78.0,37.0
2016-03-15,18.0,16.0,0.0,33.0,51.0,74.0,39.0
2016-03-16,16.0,17.0,0.0,31.0,51.0,82.0,36.0
2016-03-17,17.0,18.0,0.0,32.0,56.0,72.0,39.0
2016-03-18,18.0,16.0,0.0,32.0,50.0,63.0,40.0
2016-03-19,6.0,7.0,0.0,19.0,26.0,36.0,19.0
2016-03-20,5.0,6.0,0.0,18.0,25.0,50.0,17.0
2016-03-21,16.0,15.0,0.0,34.0,41.0,74.0,39.0
2016-03-22,18.0,16.0,0.0,32.0,56.0,73.0,37.0
2016-03-23,16.0,16.0,0.0,32.0,56.0,72.0,39.0
2016-03-24,16.0,15.0,0.0,28.0,49.0,58.0,34.0
2016-03-25,10.0,9.0,0.0,22.0,35.0,42.0,23.0
2016-03-26,4.0,5.0,0.0,15.0,26.0,40.0,15.0
2016-03-27,4.0,5.0,0.0,16.0,30.0,43.0,14.0
2016-03-28,15.0,14.0,0.0,26.0,44.0,64.0,32.0
2016-03-29,17.0,15.0,0.0,29.0,46.0,71.0,31.0
2016-03-30,18.0,18.0,0.0,31.0,52.0,69.0,33.0
2016-03-31,16.0,16.0,0.0,29.0,41.0,66.0,29.0
2016-04-01,17.0,16.0,0.0,29.0,44.0,64.0,30.0
2016-04-02,6.0,6.0,0.0,17.0,24.0,43.0,15.0
2016-04-03,5.0,6.0,0.0,20.0,32.0,45.0,14.0
2016-04-04,16.0,14.0,0.0,29.0,50.0,83.0,32.0
2016-04-05,17.0,15.0,0.0,30.0,53.0,78.0,32.0
2016-04-06,18.0,15.0,0.0,31.0,55.0,77.0,31.0
2016-04-07,17.0,15.0,0.0,31.0,54.0,79.0,30.0
2016-04-08,16.0,16.0,0.0,30.0,42.0,63.0,31.0
2016-04-09,5.0,6.0,0.0,17.0,20.0,43.0,15.0
2016-04-10,4.0,5.0,0.0,18.0,25.0,51.0,13.0
2016-04-11,16.0,14.0,0.0,31.0,52.0,76.0,31.0
2016-04-12,18.0,15.0,0.0,33.0,51.0,86.0,38.0
2016-04-13,17.0,18.0,0.0,35.0,53.0,77.0,37.0
2016-04-14,17.0,15.0,0.0,32.0,51.0,78.0,37.0
2016-04-15,16.0,14.0,0.0,30.0,50.0,69.0,29.0
2016-04-16,6.0,5.0,0.0,18.0,25.0,46.0,16.0
2016-04-17,5.0,5.0,0.0,19.0,26.0,53.0,22.0
2016-04-18,16.0,15.0,0.0,34.0,47.0,89.0,42.0
2016-04-19,18.0,19.0,0.0,36.0,52.0,94.0,36.0
2016-04-20,17.0,18.0,0.0,34.0,59.0,86.0,37.0
2016-04-21,18.0,15.0,0.0,34.0,52.0,86.0,36.0
2016-04-22,17.0,15.0,0.0,32.0,46.0,76.0,32.0
2016-04-23,7.0,6.0,0.0,18.0,29.0,40.0,15.0
2016-04-24,5.0,5.0,0.0,20.0,26.0,50.0,14.0
2016-04-25,16.0,14.0,0.0,32.0,52.0,87.0,30.0
2016-04-26,19.0,14.0,0.0,32.0,57.0,88.0,31.0
2016-04-27,19.0,15.0,0.0,32.0,57.0,87.0,36.0
2016-04-28,20.0,14.0,0.0,31.0,48.0,86.0,35.0
2016-04-29,19.0,15.0,0.0,31.0,40.0,72.0,33.0
2016-04-30,6.0,7.0,0.0,18.0,22.0,40.0,17.0
2016-05-01,5.0,6.0,0.0,18.0,21.0,53.0,15.0
2016-05-02,17.0,15.0,0.0,31.0,45.0,80.0,36.0
2016-05-03,18.0,18.0,0.0,32.0,52.0,86.0,33.0
2016-05-04,18.0,15.0,0.0,31.0,53.0,78.0,32.0
2016-05-05,17.0,15.0,0.0,32.0,52.0,79.0,33.0
2016-05-06,16.0,14.0,0.0,29.0,48.0,71.0,29.0
2016-05-07,6.0,5.0,0.0,18.0,26.0,46.0,15.0
2016-05-08,5.0,5.0,0.0,18.0,21.0,53.0,15.0
2016-05-09,15.0,15.0,0.0,32.0,53.0,87.0,31.0
2016-05-10,18.0,14.0,0.0,32.0,52.0,87.0,30.0
2016-05-11,17.0,14.0,0.0,34.0,55.0,94.0,29.0
2016-05-12,18.0,14.0,0.0,31.0,49.0,90.0,28.0
2016-05-13,15.0,13.0,0.0,30.0,43.0,69.0,25.0
2016-05-14,6.0,6.0,0.0,16.0,27.0,46.0,13.0
2016-05-15,5.0,5.0,0.0,17.0,29.0,53.0,10.0
2016-05-16,15.0,14.0,0.0,31.0,45.0,88.0,31.0
2016-05-17,16.0,15.0,0.0,35.0,48.0,93.0,31.0
2016-05-18,17.0,15.0,0.0,31.0,50.0,88.0,30.0
2016-05-19,16.0,15.0,0.0,30.0,54.0,85.0,28.0
2016-05-20,14.0,14.0,0.0,27.0,40.0,70.0,25.0
2016-05-21,6.0,5.0,0.0,17.0,24.0,43.0,13.0
2016-05-22,5.0,5.0,0.0,16.0,24.0,49.0,11.0
2016-05-23,14.0,12.0,0.0,29.0,47.0,75.0,25.0
2016-05-24,16.0,15.0,0.0,30.0,51.0,77.0,27.0
2016-05-25,17.0,15.0,0.0,32.0,42.0,71.0,29.0
2016-05-26,18.0,15.0,0.0,30.0,47.0,71.0,32.0
2016-05-27,16.0,15.0,0.0,27.0,38.0,60.0,26.0
2016-05-28,6.0,5.0,0.0,17.0,23.0,36.0,13.0
2016-05-29,4.0,4.0,0.0,18.0,23.0,41.0,11.0
2016-05-30,10.0,6.0,0.0,25.0,36.0,54.0,18.0
2016-05-31,15.0,14.0,0.0,29.0,47.0,68.0,28.0
2016-06-01,16.0,14.0,0.0,29.0,50.0,72.0,27.0
2016-06-02,15.0,15.0,0.0,30.0,52.0,71.0,29.0
2016-06-03,15.0,14.0,0.0,29.0,45.0,64.0,25.0
2016-06-04,5.0,5.0,0.0,17.0,21.0,38.0,12.0
2016-06-05,5.0,4.0,0.0,19.0,19.0,45.0,10.0
2016-06-06,14.0,15.0,0.0,30.0,43.0,69.0,28.0
2016-06-07,16.0,17.0,0.0,33.0,44.0,72.0,29.0
2016-06-08,17.0,17.0,0.0,32.0,50.0,69.0,30.0
2016-06-09,18.0,15.0,0.0,32.0,51.0,65.0,28.0
2016-06-10,15.0,15.0,0.0,31.0,43.0,55.0,25.0
2016-06-11,5.0,5.0,0.0,17.0,16.0,31.0,12.0
2016-06-12,4.0,4.0,0.0,17.0,25.0,36.0,11.0
2016-06-13,14.0,14.0,0.0,33.0,47.0,61.0,24.0
2016-06-14,14.0,14.0,0.0,35.0,45.0,65.0,24.0
2016-06-15,14.0,14.0,0.0,34.0,50.0,64.0,24.0
2016-06-16,15.0,14.0,0.0,34.0,42.0,61.0,25.0
2016-06-17,14.0,14.0,0.0,32.0,41.0,48.0,22.0
2016-06-18,5.0,5.0,0.0,17.0,21.0,36.0,12.0
2016-06-19,4.0,4.0,0.0,18.0,20.0,39.0,10.0
2016-06-20,15.0,14.0,0.0,32.0,43.0,61.0,24.0
2016-06-21,15.0,14.0,0.0,32.0,45.0,59.0,24.0
2016-06-22,14.0,15.0,0.0,31.0,52.0,65.0,24.0
2016-06-23,16.0,17.0,0.0,31.0,44.0,59.0,24.0
2016-06-24,45.0,59.0,0.0,75.0,41.0,49.0,44.0
2016-06-25,10.0,10.0,0.0,26.0,15.0,33.0,16.0
2016-06-26,6.0,7.0,0.0,25.0,17.0,40.0,12.0
2016-06-27,24.0,31.0,0.0,57.0,43.0,54.0,28.0
2016-06-28,21.0,28.0,0.0,48.0,43.0,65.0,25.0
2016-06-29,17.0,23.0,0.0,43.0,43.0,59.0,24.0
2016-06-30,17.0,22.0,0.0,39.0,40.0,54.0,22.0
2016-07-01,16.0,20.0,0.0,35.0,39.0,55.0,19.0
2016-07-02,6.0,7.0,0.0,21.0,11.0,42.0,10.0
2016-07-03,5.0,5.0,0.0,20.0,15.0,34.0,9.0
2016-07-04,9.0,6.0,0.0,29.0,35.0,48.0,14.0
2016-07-05,15.0,17.0,0.0,39.0,37.0,54.0,24.0
2016-07-06,16.0,17.0,0.0,43.0,37.0,48.0,24.0
2016-07-07,15.0,17.0,0.0,38.0,43.0,47.0,23.0
2016-07-08,15.0,21.0,0.0,33.0,35.0,47.0,21.0
2016-07-09,6.0,8.0,0.0,22.0,23.0,31.0,10.0
2016-07-10,4.0,5.0,0.0,20.0,22.0,35.0,8.0
2016-07-11,17.0,21.0,0.0,37.0,41.0,54.0,22.0
2016-07-12,18.0,23.0,0.0,39.0,43.0,51.0,22.0
2016-07-13,18.0,22.0,0.0,37.0,40.0,50.0,22.0
2016-07-14,16.0,19.0,0.0,36.0,40.0,50.0,20.0
2016-07-15,15.0,18.0,0.0,33.0,44.0,42.0,18.0
2016-07-16,6.0,7.0,0.0,18.0,16.0,26.0,10.0
2016-07-17,5.0,5.0,0.0,18.0,21.0,36.0,9.0
2016-07-18,17.0,16.0,0.0,32.0,46.0,47.0,19.0
2016-07-19,17.0,16.0,0.0,31.0,41.0,56.0,19.0
2016-07-20,18.0,19.0,0.0,32.0,47.0,58.0,20.0
2016-07-21,18.0,16.0,0.0,32.0,47.0,49.0,20.0
2016-07-22,17.0,15.0,0.0,25.0,41.0,48.0,18.0
2016-07-23,7.0,5.0,0.0,16.0,19.0,30.0,10.0
2016-07-24,6.0,4.0,0.0,18.0,27.0,35.0,8.0
2016-07-25,15.0,15.0,0.0,28.0,44.0,52.0,22.0
2016-07-26,17.0,16.0,0.0,28.0,50.0,56.0,21.0
2016-07-27,20.0,16.0,0.0,30.0,45.0,61.0,21.0
2016-07-28,21.0,15.0,0.0,30.0,43.0,56.0,22.0
2016-07-29,18.0,15.0,0.0,40.0,42.0,51.0,22.0
2016-07-30,7.0,5.0,0.0,20.0,23.0,30.0,11.0
2016-07-31,5.0,5.0,0.0,19.0,24.0,37.0,9.0
2016-08-01,16.0,15.0,0.0,33.0,43.0,54.0,24.0
2016-08-02,17.0,16.0,0.0,33.0,43.0,60.0,28.0
2016-08-03,16.0,15.0,0.0,33.0,49.0,54.0,25.0
2016-08-04,17.0,14.0,0.0,31.0,35.0,53.0,24.0
2016-08-05,18.0,16.0,0.0,33.0,38.0,50.0,20.0
2016-08-06,6.0,6.0,0.0,17.0,20.0,29.0,10.0
2016-08-07,5.0,5.0,0.0,18.0,21.0,31.0,8.0
2016-08-08,15.0,13.0,0.0,30.0,42.0,52.0,20.0
2016-08-09,17.0,15.0,0.0,33.0,47.0,54.0,20.0
2016-08-10,16.0,14.0,0.0,31.0,48.0,54.0,22.0
2016-08-11,16.0,14.0,0.0,29.0,46.0,56.0,21.0
2016-08-12,14.0,14.0,0.0,28.0,31.0,47.0,19.0
2016-08-13,6.0,5.0,0.0,17.0,20.0,33.0,10.0
2016-08-14,4.0,3.0,0.0,17.0,20.0,33.0,8.0
2016-08-15,16.0,15.0,0.0,31.0,38.0,53.0,22.0
2016-08-16,16.0,16.0,0.0,33.0,39.0,55.0,22.0
2016-08-17,14.0,13.0,0.0,30.0,33.0,52.0,20.0
2016-08-18,14.0,14.0,0.0,30.0,45.0,51.0,22.0
2016-08-19,13.0,13.0,0.0,27.0,35.0,48.0,21.0
2016-08-20,5.0,4.0,0.0,15.0,21.0,28.0,10.0
2016-08-21,4.0,4.0,0.0,16.0,28.0,35.0,9.0
2016-08-22,14.0,13.0,0.0,31.0,40.0,61.0,21.0
2016-08-23,15.0,13.0,0.0,33.0,43.0,59.0,22.0
2016-08-24,16.0,12.0,0.0,33.0,48.0,57.0,19.0
2016-08-25,15.0,13.0,0.0,29.0,40.0,53.0,19.0
2016-08-26,15.0,15.0,0.0,28.0,38.0,52.0,18.0
2016-08-27,5.0,5.0,0.0,18.0,15.0,31.0,9.0
2016-08-28,5.0,4.0,0.0,18.0,23.0,44.0,8.0
2016-08-29,15.0,12.0,0.0,30.0,40.0,58.0,18.0
2016-08-30,15.0,13.0,0.0,31.0,34.0,59.0,18.0
2016-08-31,15.0,12.0,0.0,29.0,44.0,62.0,19.0
2016-09-01,15.0,13.0,0.0,29.0,43.0,58.0,19.0
2016-09-02,14.0,13.0,0.0,29.0,35.0,47.0,18.0
2016-09-03,6.0,4.0,0.0,17.0,17.0,35.0,9.0
2016-09-04,4.0,4.0,0.0,18.0,23.0,36.0,7.0
2016-09-05,10.0,5.0,0.0,26.0,32.0,53.0,13.0
2016-09-06,15.0,13.0,0.0,32.0,50.0,62.0,20.0
2016-09-07,17.0,13.0,0.0,33.0,48.0,68.0,19.0
2016-09-08,16.0,12.0,0.0,31.0,50.0,68.0,19.0
2016-09-09,16.0,16.0,0.0,31.0,45.0,57.0,20.0
2016-09-10,7.0,7.0,0.0,18.0,23.0,32.0,10.0
2016-09-11,5.0,5.0,0.0,17.0,17.0,41.0,8.0
2016-09-12,17.0,20.0,0.0,32.0,46.0,62.0,19.0
2016-09-13,17.0,17.0,0.0,34.0,40.0,63.0,20.0
2016-09-14,16.0,16.0,0.0,29.0,47.0,70.0,20.0
2016-09-15,17.0,16.0,0.0,30.0,48.0,67.0,19.0
2016-09-16,16.0,14.0,0.0,29.0,38.0,65.0,19.0
2016-09-17,6.0,6.0,0.0,18.0,23.0,37.0,9.0
2016-09-18,5.0,4.0,0.0,20.0,28.0,49.0,8.0
2016-09-19,15.0,13.0,0.0,32.0,39.0,71.0,19.0
2016-09-20,16.0,14.0,0.0,30.0,46.0,68.0,18.0
2016-09-21,17.0,15.0,0.0,33.0,49.0,65.0,19.0
2016-09-22,19.0,16.0,0.0,31.0,49.0,66.0,18.0
2016-09-23,17.0,14.0,0.0,28.0,42.0,57.0,18.0
2016-09-24,6.0,5.0,0.0,18.0,27.0,36.0,9.0
2016-09-25,5.0,5.0,0.0,18.0,21.0,45.0,8.0
2016-09-26,16.0,13.0,0.0,28.0,50.0,64.0,20.0
2016-09-27,17.0,13.0,0.0,30.0,63.0,70.0,19.0
2016-09-28,17.0,14.0,0.0,30.0,53.0,72.0,24.0
2016-09-29,17.0,14.0,0.0,31.0,48.0,78.0,33.0
2016-09-30,17.0,15.0,0.0,29.0,43.0,59.0,22.0
2016-10-01,6.0,5.0,0.0,16.0,21.0,35.0,11.0
2016-10-02,5.0,5.0,0.0,17.0,20.0,43.0,9.0
2016-10-03,16.0,13.0,0.0,29.0,44.0,66.0,22.0
2016-10-04,16.0,13.0,0.0,34.0,51.0,72.0,22.0
2016-10-05,16.0,12.0,0.0,34.0,49.0,71.0,23.0
2016-10-06,16.0,12.0,0.0,30.0,44.0,64.0,22.0
2016-10-07,15.0,12.0,0.0,29.0,44.0,58.0,19.0
2016-10-08,5.0,5.0,0.0,19.0,23.0,41.0,9.0
2016-10-09,5.0,4.0,0.0,20.0,30.0,46.0,9.0
2016-10-10,15.0,12.0,0.0,29.0,67.0,69.0,22.0
2016-10-11,17.0,14.0,0.0,32.0,47.0,70.0,24.0
2016-10-12,17.0,15.0,0.0,35.0,55.0,71.0,21.0
2016-10-13,17.0,16.0,0.0,30.0,53.0,71.0,20.0
2016-10-14,16.0,14.0,0.0,29.0,35.0,64.0,18.0
2016-10-15,5.0,5.0,0.0,18.0,23.0,37.0,9.0
2016-10-16,5.0,4.0,0.0,18.0,28.0,50.0,9.0
2016-10-17,15.0,12.0,0.0,29.0,48.0,73.0,18.0
2016-10-18,17.0,15.0,0.0,30.0,54.0,75.0,19.0
2016-10-19,16.0,13.0,0.0,32.0,51.0,75.0,19.0
2016-10-20,16.0,13.0,0.0,30.0,50.0,67.0,18.0
2016-10-21,15.0,12.0,0.0,28.0,38.0,64.0,17.0
2016-10-22,6.0,5.0,0.0,17.0,24.0,37.0,9.0
2016-10-23,5.0,4.0,0.0,18.0,26.0,52.0,9.0
2016-10-24,17.0,12.0,0.0,31.0,61.0,78.0,19.0
2016-10-25,17.0,12.0,0.0,30.0,47.0,69.0,19.0
2016-10-26,17.0,13.0,0.0,30.0,51.0,83.0,18.0
2016-10-27,19.0,13.0,0.0,30.0,52.0,74.0,17.0
2016-10-28,16.0,13.0,0.0,30.0,42.0,61.0,16.0
2016-10-29,6.0,5.0,0.0,16.0,22.0,33.0,9.0
2016-10-30,5.0,4.0,0.0,19.0,32.0,47.0,8.0
2016-10-31,15.0,12.0,0.0,27.0,52.0,69.0,19.0
2016-11-01,18.0,16.0,0.0,32.0,56.0,93.0,19.0
2016-11-02,19.0,17.0,0.0,31.0,58.0,92.0,19.0
2016-11-03,19.0,18.0,0.0,32.0,50.0,83.0,17.0
2016-11-04,17.0,19.0,0.0,30.0,50.0,71.0,16.0
2016-11-05,7.0,7.0,0.0,16.0,40.0,43.0,9.0
2016-11-06,5.0,6.0,0.0,20.0,33.0,55.0,8.0
2016-11-07,19.0,22.0,0.0,34.0,64.0,86.0,19.0
2016-11-08,19.0,22.0,0.0,36.0,56.0,84.0,16.0
2016-11-09,100.0,83.0,0.0,59.0,46.0,81.0,28.0
2016-11-10,38.0,34.0,0.0,47.0,68.0,92.0,20.0
2016-11-11,27.0,22.0,0.0,41.0,46.0,67.0,18.0
2016-11-12,9.0,7.0,0.0,22.0,33.0,48.0,10.0
2016-11-13,6.0,6.0,0.0,23.0,37.0,60.0,8.0
2016-11-14,22.0,19.0,0.0,43.0,58.0,86.0,19.0
2016-11-15,22.0,19.0,0.0,42.0,55.0,93.0,20.0
2016-11-16,22.0,17.0,0.0,38.0,62.0,92.0,19.0
2016-11-17,21.0,16.0,0.0,37.0,67.0,86.0,17.0
2016-11-18,20.0,15.0,0.0,37.0,47.0,72.0,17.0
2016-11-19,6.0,5.0,0.0,22.0,26.0,42.0,8.0
2016-11-20,5.0,5.0,0.0,23.0,27.0,54.0,9.0
2016-11-21,19.0,15.0,0.0,38.0,52.0,81.0,19.0
2016-11-22,20.0,19.0,0.0,40.0,73.0,85.0,20.0
2016-11-23,19.0,15.0,0.0,35.0,44.0,67.0,17.0
2016-11-24,11.0,7.0,0.0,29.0,33.0,54.0,11.0
2016-11-25,14.0,11.0,0.0,28.0,30.0,47.0,13.0
2016-11-26,6.0,7.0,0.0,20.0,24.0,42.0,9.0
2016-11-27,5.0,5.0,0.0,20.0,30.0,51.0,9.0
2016-11-28,16.0,13.0,0.0,34.0,46.0,86.0,19.0
2016-11-29,19.0,14.0,0.0,35.0,56.0,87.0,20.0
2016-11-30,19.0,17.0,0.0,38.0,62.0,92.0,38.0
2016-12-01,23.0,15.0,0.0,40.0,63.0,88.0,32.0
2016-12-02,18.0,14.0,0.0,35.0,50.0,71.0,26.0
2016-12-03,7.0,7.0,0.0,20.0,24.0,44.0,14.0
2016-12-04,6.0,6.0,0.0,23.0,38.0,58.0,11.0
2016-12-05,17.0,15.0,0.0,36.0,55.0,87.0,22.0
2016-12-06,19.0,17.0,0.0,36.0,55.0,89.0,23.0
2016-12-07,20.0,19.0,0.0,40.0,50.0,96.0,21.0
2016-12-08,20.0,20.0,0.0,44.0,53.0,86.0,20.0
2016-12-09,18.0,17.0,0.0,39.0,48.0,69.0,17.0
2016-12-10,7.0,7.0,0.0,22.0,22.0,39.0,11.0
2016-12-11,6.0,6.0,0.0,23.0,25.0,46.0,11.0
2016-12-12,17.0,16.0,0.0,38.0,55.0,83.0,26.0
2016-12-13,20.0,19.0,0.0,40.0,74.0,88.0,25.0
2016-12-14,20.0,19.0,0.0,40.0,55.0,80.0,21.0
2016-12-15,19.0,18.0,0.0,38.0,48.0,75.0,21.0
2016-12-16,19.0,16.0,0.0,36.0,43.0,61.0,18.0
2016-12-17,7.0,6.0,0.0,21.0,20.0,35.0,10.0
2016-12-18,5.0,5.0,0.0,21.0,18.0,36.0,9.0
2016-12-19,16.0,14.0,0.0,34.0,41.0,62.0,18.0
2016-12-20,17.0,17.0,0.0,38.0,42.0,59.0,18.0
2016-12-21,20.0,16.0,0.0,38.0,42.0,62.0,18.0
2016-12-22,16.0,14.0,0.0,35.0,35.0,54.0,16.0
2016-12-23,14.0,12.0,0.0,30.0,28.0,42.0,13.0
2016-12-24,6.0,5.0,0.0,18.0,18.0,31.0,8.0
2016-12-25,4.0,3.0,0.0,20.0,20.0,27.0,6.0
2016-12-26,8.0,6.0,0.0,22.0,23.0,29.0,10.0
2016-12-27,15.0,12.0,0.0,33.0,28.0,41.0,15.0
2016-12-28,16.0,14.0,0.0,36.0,27.0,43.0,16.0
2016-12-29,15.0,14.0,0.0,37.0,29.0,40.0,15.0
