date,NASDAQ,S&P 500,ETF,Clean Energy,Renewable Energy,Clean Tech Stocks
2017-12-29,21.0,20.0,0.0,52.0,23.0,37.0,14.0
2017-12-30,9.0,9.0,0.0,36.0,23.0,29.0,8.0
2017-12-31,6.0,7.0,0.0,32.0,19.0,27.0,7.0
2018-01-01,8.0,7.0,0.0,36.0,22.0,31.0,9.0
2018-01-02,25.0,20.0,0.0,60.0,36.0,54.0,17.0
2018-01-03,33.0,24.0,0.0,76.0,41.0,57.0,16.0
2018-01-04,29.0,24.0,0.0,71.0,35.0,55.0,15.0
2018-01-05,28.0,25.0,0.0,65.0,35.0,47.0,15.0
2018-01-06,11.0,11.0,0.0,46.0,19.0,38.0,9.0
2018-01-07,9.0,8.0,0.0,47.0,28.0,45.0,7.0
2018-01-08,28.0,23.0,0.0,60.0,42.0,63.0,13.0
2018-01-09,28.0,22.0,0.0,66.0,40.0,79.0,13.0
2018-01-10,29.0,22.0,0.0,61.0,50.0,74.0,13.0
2018-01-11,28.0,22.0,0.0,60.0,47.0,76.0,15.0
2018-01-12,30.0,25.0,0.0,60.0,42.0,61.0,14.0
2018-01-13,10.0,10.0,0.0,39.0,19.0,35.0,8.0
2018-01-14,8.0,8.0,0.0,38.0,19.0,42.0,7.0
2018-01-15,19.0,12.0,0.0,49.0,37.0,65.0,14.0
2018-01-16,29.0,24.0,0.0,59.0,47.0,72.0,14.0
2018-01-17,28.0,24.0,0.0,61.0,48.0,75.0,12.0
2018-01-18,28.0,24.0,0.0,64.0,44.0,75.0,13.0
2018-01-19,26.0,24.0,0.0,57.0,44.0,62.0,12.0
2018-01-20,11.0,11.0,0.0,40.0,23.0,39.0,7.0
2018-01-21,10.0,7.0,0.0,40.0,21.0,44.0,6.0
2018-01-22,27.0,22.0,0.0,58.0,48.0,76.0,11.0
2018-01-23,31.0,26.0,0.0,68.0,52.0,81.0,11.0
2018-01-24,34.0,27.0,0.0,63.0,49.0,80.0,12.0
2018-01-25,31.0,24.0,0.0,63.0,55.0,72.0,13.0
2018-01-26,30.0,26.0,0.0,55.0,41.0,63.0,11.0
2018-01-27,10.0,10.0,0.0,43.0,22.0,38.0,8.0
2018-01-28,7.0,9.0,0.0,44.0,22.0,47.0,6.0
2018-01-29,28.0,24.0,0.0,54.0,49.0,78.0,12.0
2018-01-30,31.0,30.0,0.0,59.0,49.0,79.0,12.0
2018-01-31,29.0,30.0,0.0,55.0,67.0,79.0,12.0
2018-02-01,36.0,27.0,0.0,55.0,48.0,81.0,12.0
2018-02-02,34.0,35.0,0.0,55.0,48.0,63.0,12.0
2018-02-03,14.0,15.0,0.0,38.0,27.0,39.0,7.0
2018-02-04,8.0,10.0,0.0,36.0,22.0,48.0,6.0
2018-02-05,46.0,57.0,0.0,66.0,44.0,72.0,13.0
2018-02-06,82.0,100.0,0.0,100.0,53.0,86.0,14.0
2018-02-07,46.0,52.0,0.0,68.0,49.0,80.0,12.0
2018-02-08,47.0,62.0,0.0,65.0,49.0,78.0,12.0
2018-02-09,52.0,70.0,0.0,63.0,36.0,66.0,13.0
2018-02-10,15.0,20.0,0.0,38.0,26.0,37.0,7.0
2018-02-11,9.0,13.0,0.0,37.0,35.0,46.0,6.0
2018-02-12,36.0,43.0,0.0,55.0,38.0,78.0,12.0
2018-02-13,36.0,41.0,0.0,50.0,52.0,82.0,12.0
2018-02-14,37.0,38.0,0.0,52.0,40.0,74.0,11.0
2018-02-15,33.0,36.0,0.0,52.0,49.0,75.0,11.0
2018-02-16,33.0,32.0,0.0,48.0,43.0,60.0,10.0
2018-02-17,11.0,11.0,0.0,31.0,22.0,41.0,6.0
2018-02-18,7.0,7.0,0.0,30.0,20.0,47.0,6.0
2018-02-19,21.0,15.0,0.0,38.0,43.0,60.0,10.0
2018-02-20,30.0,30.0,0.0,47.0,49.0,79.0,10.0
2018-02-21,34.0,30.0,0.0,46.0,59.0,80.0,10.0
2018-02-22,30.0,29.0,0.0,44.0,51.0,79.0,10.0
2018-02-23,30.0,28.0,0.0,44.0,40.0,67.0,10.0
2018-02-24,10.0,10.0,0.0,30.0,25.0,38.0,6.0
2018-02-25,7.0,8.0,0.0,29.0,34.0,50.0,5.0
2018-02-26,29.0,28.0,0.0,48.0,52.0,87.0,11.0
2018-02-27,32.0,29.0,0.0,50.0,58.0,85.0,11.0
2018-02-28,31.0,29.0,0.0,43.0,50.0,80.0,10.0
2018-03-01,32.0,32.0,0.0,46.0,45.0,76.0,10.0
2018-03-02,36.0,34.0,0.0,47.0,44.0,62.0,9.0
2018-03-03,11.0,11.0,0.0,27.0,21.0,42.0,6.0
2018-03-04,8.0,8.0,0.0,28.0,32.0,48.0,6.0
2018-03-05,26.0,26.0,0.0,41.0,50.0,77.0,11.0
2018-03-06,29.0,28.0,0.0,40.0,49.0,85.0,10.0
2018-03-07,34.0,31.0,0.0,44.0,47.0,78.0,10.0
2018-03-08,33.0,26.0,0.0,49.0,46.0,82.0,9.0
2018-03-09,31.0,29.0,0.0,43.0,46.0,66.0,8.0
2018-03-10,12.0,11.0,0.0,29.0,23.0,42.0,6.0
2018-03-11,7.0,7.0,0.0,28.0,22.0,48.0,5.0
2018-03-12,27.0,24.0,0.0,42.0,52.0,73.0,9.0
2018-03-13,37.0,24.0,0.0,37.0,52.0,81.0,9.0
2018-03-14,34.0,23.0,0.0,39.0,48.0,75.0,9.0
2018-03-15,33.0,23.0,0.0,41.0,46.0,75.0,8.0
2018-03-16,29.0,21.0,0.0,39.0,42.0,60.0,8.0
2018-03-17,9.0,7.0,0.0,24.0,19.0,38.0,5.0
2018-03-18,7.0,6.0,0.0,25.0,27.0,51.0,5.0
2018-03-19,34.0,26.0,0.0,42.0,45.0,77.0,9.0
2018-03-20,36.0,25.0,0.0,40.0,48.0,79.0,10.0
2018-03-21,34.0,25.0,0.0,41.0,43.0,76.0,10.0
2018-03-22,37.0,32.0,0.0,43.0,48.0,77.0,9.0
2018-03-23,41.0,39.0,0.0,44.0,44.0,64.0,9.0
2018-03-24,13.0,13.0,0.0,27.0,24.0,35.0,6.0
2018-03-25,9.0,8.0,0.0,26.0,25.0,47.0,6.0
2018-03-26,38.0,33.0,0.0,46.0,41.0,70.0,10.0
2018-03-27,42.0,34.0,0.0,43.0,46.0,77.0,10.0
2018-03-28,46.0,35.0,0.0,43.0,44.0,67.0,10.0
2018-03-29,36.0,30.0,0.0,40.0,44.0,63.0,8.0
2018-03-30,21.0,17.0,0.0,28.0,34.0,43.0,7.0
2018-03-31,8.0,7.0,0.0,21.0,23.0,33.0,5.0
2018-04-01,8.0,6.0,0.0,23.0,20.0,38.0,5.0
2018-04-02,39.0,38.0,0.0,42.0,41.0,56.0,10.0
2018-04-03,43.0,37.0,0.0,41.0,46.0,73.0,9.0
2018-04-04,41.0,41.0,0.0,41.0,43.0,70.0,9.0
2018-04-05,36.0,30.0,0.0,41.0,44.0,63.0,9.0
2018-04-06,37.0,34.0,0.0,40.0,42.0,64.0,8.0
2018-04-07,11.0,12.0,0.0,26.0,25.0,43.0,5.0
2018-04-08,7.0,8.0,0.0,23.0,25.0,48.0,5.0
2018-04-09,34.0,29.0,0.0,42.0,50.0,80.0,9.0
2018-04-10,34.0,31.0,0.0,41.0,50.0,81.0,9.0
2018-04-11,34.0,28.0,0.0,40.0,51.0,77.0,11.0
2018-04-12,33.0,26.0,0.0,41.0,48.0,78.0,11.0
2018-04-13,29.0,25.0,0.0,39.0,45.0,65.0,10.0
2018-04-14,10.0,9.0,0.0,23.0,25.0,40.0,8.0
2018-04-15,7.0,8.0,0.0,26.0,26.0,47.0,7.0
2018-04-16,28.0,24.0,0.0,38.0,54.0,85.0,11.0
2018-04-17,31.0,27.0,0.0,41.0,52.0,86.0,11.0
2018-04-18,35.0,25.0,0.0,43.0,51.0,85.0,11.0
2018-04-19,33.0,25.0,0.0,42.0,58.0,83.0,14.0
2018-04-20,30.0,24.0,0.0,37.0,41.0,75.0,14.0
2018-04-21,8.0,7.0,0.0,23.0,25.0,43.0,7.0
2018-04-22,7.0,6.0,0.0,24.0,28.0,55.0,7.0
2018-04-23,30.0,22.0,0.0,39.0,51.0,84.0,11.0
2018-04-24,34.0,26.0,0.0,41.0,40.0,84.0,12.0
2018-04-25,37.0,31.0,0.0,39.0,44.0,76.0,12.0
2018-04-26,34.0,25.0,0.0,37.0,50.0,77.0,11.0
2018-04-27,34.0,24.0,0.0,36.0,41.0,75.0,10.0
2018-04-28,10.0,8.0,0.0,23.0,24.0,40.0,6.0
2018-04-29,7.0,7.0,0.0,24.0,27.0,50.0,6.0
2018-04-30,28.0,21.0,0.0,38.0,47.0,78.0,12.0
2018-05-01,30.0,25.0,0.0,37.0,53.0,84.0,13.0
2018-05-02,33.0,22.0,0.0,37.0,44.0,81.0,10.0
2018-05-03,34.0,25.0,0.0,37.0,48.0,87.0,10.0
2018-05-04,29.0,24.0,0.0,35.0,47.0,72.0,10.0
2018-05-05,9.0,9.0,0.0,23.0,21.0,38.0,6.0
2018-05-06,6.0,7.0,0.0,23.0,26.0,46.0,5.0
2018-05-07,28.0,22.0,0.0,39.0,49.0,74.0,13.0
2018-05-08,33.0,23.0,0.0,39.0,52.0,80.0,24.0
2018-05-09,28.0,25.0,0.0,42.0,41.0,73.0,23.0
2018-05-10,30.0,25.0,0.0,43.0,53.0,79.0,18.0
2018-05-11,28.0,23.0,0.0,41.0,45.0,63.0,14.0
2018-05-12,8.0,9.0,0.0,22.0,29.0,40.0,8.0
2018-05-13,6.0,6.0,0.0,26.0,23.0,42.0,7.0
2018-05-14,27.0,20.0,0.0,40.0,48.0,74.0,12.0
2018-05-15,30.0,23.0,0.0,40.0,48.0,79.0,13.0
2018-05-16,29.0,22.0,0.0,41.0,52.0,72.0,11.0
2018-05-17,29.0,22.0,0.0,42.0,52.0,83.0,14.0
2018-05-18,27.0,19.0,0.0,37.0,35.0,63.0,12.0
2018-05-19,8.0,6.0,0.0,22.0,24.0,36.0,7.0
2018-05-20,6.0,6.0,0.0,23.0,23.0,46.0,7.0
2018-05-21,27.0,19.0,0.0,40.0,47.0,79.0,14.0
2018-05-22,30.0,22.0,0.0,42.0,56.0,74.0,14.0
2018-05-23,27.0,20.0,0.0,41.0,56.0,79.0,14.0
2018-05-24,28.0,20.0,0.0,38.0,50.0,71.0,12.0
2018-05-25,25.0,19.0,0.0,35.0,42.0,56.0,16.0
2018-05-26,7.0,7.0,0.0,22.0,21.0,35.0,8.0
2018-05-27,6.0,5.0,0.0,26.0,21.0,41.0,7.0
2018-05-28,16.0,8.0,0.0,31.0,35.0,53.0,12.0
2018-05-29,27.0,20.0,0.0,42.0,49.0,70.0,16.0
2018-05-30,28.0,23.0,0.0,40.0,51.0,64.0,15.0
2018-05-31,32.0,24.0,0.0,40.0,44.0,64.0,12.0
2018-06-01,28.0,22.0,0.0,37.0,39.0,57.0,12.0
2018-06-02,9.0,8.0,0.0,24.0,24.0,34.0,6.0
2018-06-03,6.0,5.0,0.0,26.0,27.0,45.0,6.0
2018-06-04,27.0,20.0,0.0,40.0,41.0,63.0,11.0
2018-06-05,33.0,23.0,0.0,42.0,44.0,72.0,11.0
2018-06-06,33.0,24.0,0.0,44.0,50.0,63.0,10.0
2018-06-07,34.0,23.0,0.0,42.0,42.0,58.0,10.0
2018-06-08,29.0,21.0,0.0,37.0,38.0,51.0,8.0
2018-06-09,9.0,7.0,0.0,26.0,24.0,31.0,6.0
2018-06-10,7.0,6.0,0.0,27.0,21.0,40.0,6.0
2018-06-11,28.0,22.0,0.0,41.0,37.0,57.0,10.0
2018-06-12,29.0,23.0,0.0,44.0,43.0,57.0,9.0
2018-06-13,31.0,22.0,0.0,43.0,41.0,55.0,9.0
2018-06-14,30.0,22.0,0.0,43.0,37.0,54.0,9.0
2018-06-15,29.0,20.0,0.0,38.0,35.0,45.0,9.0
2018-06-16,8.0,7.0,0.0,24.0,18.0,28.0,6.0
2018-06-17,6.0,5.0,0.0,25.0,23.0,30.0,5.0
2018-06-18,27.0,19.0,0.0,41.0,43.0,52.0,9.0
2018-06-19,32.0,24.0,0.0,46.0,40.0,56.0,9.0
2018-06-20,32.0,23.0,0.0,47.0,42.0,53.0,9.0
2018-06-21,31.0,20.0,0.0,44.0,43.0,52.0,9.0
2018-06-22,29.0,19.0,0.0,42.0,35.0,44.0,11.0
2018-06-23,9.0,7.0,0.0,25.0,18.0,30.0,6.0
2018-06-24,5.0,5.0,0.0,25.0,20.0,35.0,6.0
2018-06-25,33.0,24.0,0.0,44.0,42.0,49.0,10.0
2018-06-26,33.0,23.0,0.0,42.0,47.0,54.0,10.0
2018-06-27,30.0,22.0,0.0,43.0,37.0,53.0,11.0
2018-06-28,30.0,24.0,0.0,43.0,37.0,48.0,11.0
2018-06-29,29.0,23.0,0.0,43.0,39.0,45.0,11.0
2018-06-30,8.0,7.0,0.0,25.0,17.0,31.0,7.0
2018-07-01,6.0,6.0,0.0,27.0,21.0,40.0,7.0
2018-07-02,27.0,20.0,0.0,41.0,38.0,47.0,10.0
2018-07-03,27.0,19.0,0.0,45.0,39.0,48.0,10.0
2018-07-04,14.0,9.0,0.0,35.0,31.0,47.0,8.0
2018-07-05,26.0,19.0,0.0,40.0,43.0,50.0,10.0
2018-07-06,28.0,22.0,0.0,39.0,35.0,43.0,10.0
2018-07-07,8.0,7.0,0.0,23.0,19.0,28.0,6.0
2018-07-08,6.0,6.0,0.0,25.0,21.0,36.0,6.0
2018-07-09,27.0,22.0,0.0,57.0,36.0,46.0,10.0
2018-07-10,29.0,24.0,0.0,42.0,35.0,48.0,10.0
2018-07-11,30.0,22.0,0.0,39.0,38.0,50.0,11.0
2018-07-12,29.0,23.0,0.0,47.0,40.0,48.0,11.0
2018-07-13,29.0,23.0,0.0,43.0,41.0,46.0,10.0
2018-07-14,9.0,8.0,0.0,25.0,17.0,32.0,6.0
2018-07-15,6.0,6.0,0.0,27.0,23.0,31.0,6.0
2018-07-16,28.0,21.0,0.0,42.0,41.0,51.0,12.0
2018-07-17,31.0,23.0,0.0,44.0,43.0,51.0,12.0
2018-07-18,31.0,23.0,0.0,45.0,37.0,49.0,11.0
2018-07-19,29.0,21.0,0.0,44.0,39.0,52.0,10.0
2018-07-20,28.0,21.0,0.0,41.0,38.0,43.0,9.0
2018-07-21,9.0,7.0,0.0,27.0,19.0,29.0,6.0
2018-07-22,6.0,6.0,0.0,30.0,24.0,36.0,6.0
2018-07-23,27.0,20.0,0.0,49.0,46.0,50.0,10.0
2018-07-24,31.0,23.0,0.0,54.0,37.0,51.0,9.0
2018-07-25,32.0,25.0,0.0,47.0,40.0,49.0,9.0
2018-07-26,43.0,28.0,0.0,50.0,36.0,50.0,9.0
2018-07-27,39.0,26.0,0.0,50.0,33.0,44.0,8.0
2018-07-28,12.0,8.0,0.0,28.0,19.0,30.0,5.0
2018-07-29,8.0,7.0,0.0,30.0,18.0,37.0,5.0
2018-07-30,36.0,22.0,0.0,44.0,39.0,51.0,10.0
2018-07-31,38.0,27.0,0.0,50.0,45.0,47.0,9.0
2018-08-01,33.0,23.0,0.0,45.0,44.0,50.0,10.0
2018-08-02,39.0,22.0,0.0,47.0,44.0,52.0,9.0
2018-08-03,32.0,20.0,0.0,48.0,37.0,45.0,7.0
2018-08-04,10.0,8.0,0.0,31.0,26.0,34.0,5.0
2018-08-05,7.0,6.0,0.0,33.0,22.0,39.0,5.0
2018-08-06,29.0,20.0,0.0,45.0,39.0,56.0,8.0
2018-08-07,34.0,22.0,0.0,45.0,35.0,53.0,8.0
2018-08-08,32.0,21.0,0.0,49.0,42.0,55.0,10.0
2018-08-09,31.0,21.0,0.0,45.0,43.0,49.0,9.0
2018-08-10,29.0,20.0,0.0,46.0,39.0,46.0,8.0
2018-08-11,9.0,8.0,0.0,31.0,17.0,35.0,5.0
2018-08-12,7.0,6.0,0.0,32.0,24.0,36.0,5.0
2018-08-13,27.0,18.0,0.0,51.0,35.0,52.0,9.0
2018-08-14,26.0,22.0,0.0,51.0,31.0,53.0,9.0
2018-08-15,31.0,23.0,0.0,46.0,36.0,47.0,9.0
2018-08-16,28.0,24.0,0.0,48.0,31.0,51.0,10.0
2018-08-17,29.0,23.0,0.0,43.0,38.0,45.0,9.0
2018-08-18,9.0,8.0,0.0,30.0,18.0,31.0,5.0
2018-08-19,6.0,7.0,0.0,29.0,27.0,37.0,5.0
2018-08-20,28.0,19.0,0.0,46.0,43.0,51.0,8.0
2018-08-21,28.0,26.0,0.0,53.0,46.0,51.0,8.0
2018-08-22,30.0,26.0,0.0,72.0,50.0,51.0,8.0
2018-08-23,26.0,21.0,0.0,56.0,35.0,54.0,8.0
2018-08-24,27.0,24.0,0.0,47.0,38.0,45.0,8.0
2018-08-25,9.0,10.0,0.0,32.0,22.0,32.0,6.0
2018-08-26,7.0,7.0,0.0,32.0,28.0,38.0,5.0
2018-08-27,31.0,26.0,0.0,51.0,38.0,47.0,8.0
2018-08-28,34.0,27.0,0.0,48.0,34.0,55.0,8.0
2018-08-29,34.0,26.0,0.0,51.0,52.0,57.0,8.0
2018-08-30,31.0,24.0,0.0,45.0,51.0,56.0,8.0
2018-08-31,29.0,20.0,0.0,42.0,35.0,50.0,8.0
2018-09-01,9.0,8.0,0.0,28.0,18.0,31.0,5.0
2018-09-02,7.0,6.0,0.0,32.0,19.0,35.0,5.0
2018-09-03,17.0,10.0,0.0,39.0,30.0,46.0,7.0
2018-09-04,30.0,23.0,0.0,41.0,41.0,56.0,10.0
2018-09-05,37.0,24.0,0.0,48.0,45.0,61.0,9.0
2018-09-06,34.0,23.0,0.0,45.0,38.0,59.0,9.0
2018-09-07,28.0,21.0,0.0,44.0,48.0,48.0,9.0
2018-09-08,10.0,8.0,0.0,28.0,21.0,37.0,6.0
2018-09-09,7.0,7.0,0.0,27.0,23.0,41.0,6.0
2018-09-10,30.0,20.0,0.0,38.0,42.0,65.0,11.0
2018-09-11,30.0,23.0,0.0,48.0,56.0,69.0,11.0
2018-09-12,31.0,21.0,0.0,45.0,50.0,60.0,10.0
2018-09-13,36.0,23.0,0.0,45.0,44.0,59.0,9.0
2018-09-14,31.0,21.0,0.0,41.0,39.0,53.0,7.0
2018-09-15,9.0,8.0,0.0,27.0,24.0,37.0,6.0
2018-09-16,7.0,7.0,0.0,27.0,27.0,43.0,5.0
2018-09-17,30.0,20.0,0.0,45.0,41.0,71.0,8.0
2018-09-18,33.0,23.0,0.0,44.0,48.0,72.0,8.0
2018-09-19,34.0,22.0,0.0,54.0,46.0,71.0,9.0
2018-09-20,34.0,26.0,0.0,51.0,49.0,68.0,9.0
2018-09-21,31.0,26.0,0.0,53.0,43.0,58.0,9.0
2018-09-22,9.0,8.0,0.0,30.0,28.0,41.0,6.0
2018-09-23,7.0,7.0,0.0,31.0,26.0,41.0,5.0
2018-09-24,27.0,20.0,0.0,44.0,48.0,63.0,12.0
2018-09-25,28.0,21.0,0.0,48.0,47.0,68.0,14.0
2018-09-26,34.0,22.0,0.0,43.0,51.0,69.0,11.0
2018-09-27,30.0,20.0,0.0,43.0,49.0,59.0,9.0
2018-09-28,29.0,20.0,0.0,43.0,37.0,59.0,9.0
2018-09-29,9.0,8.0,0.0,30.0,20.0,39.0,6.0
2018-09-30,7.0,7.0,0.0,32.0,26.0,45.0,6.0
2018-10-01,29.0,22.0,0.0,48.0,45.0,60.0,12.0
2018-10-02,33.0,23.0,0.0,45.0,52.0,67.0,13.0
2018-10-03,29.0,23.0,0.0,46.0,43.0,67.0,13.0
2018-10-04,34.0,24.0,0.0,48.0,42.0,65.0,13.0
2018-10-05,31.0,23.0,0.0,46.0,41.0,54.0,11.0
2018-10-06,10.0,8.0,0.0,30.0,30.0,38.0,7.0
2018-10-07,7.0,7.0,0.0,29.0,26.0,43.0,6.0
2018-10-08,31.0,21.0,0.0,48.0,46.0,74.0,10.0
2018-10-09,31.0,24.0,0.0,48.0,42.0,76.0,10.0
2018-10-10,46.0,39.0,0.0,52.0,48.0,75.0,11.0
2018-10-11,75.0,59.0,0.0,56.0,50.0,66.0,12.0
2018-10-12,47.0,52.0,0.0,52.0,34.0,64.0,11.0
2018-10-13,13.0,13.0,0.0,30.0,28.0,42.0,7.0
2018-10-14,9.0,10.0,0.0,32.0,33.0,54.0,7.0
2018-10-15,37.0,34.0,0.0,48.0,44.0,75.0,14.0
2018-10-16,37.0,38.0,0.0,51.0,56.0,75.0,12.0
2018-10-17,37.0,32.0,0.0,48.0,45.0,74.0,12.0
2018-10-18,36.0,32.0,0.0,50.0,41.0,65.0,12.0
2018-10-19,36.0,31.0,84.0,43.0,37.0,56.0,11.0
2018-10-20,10.0,11.0,0.0,28.0,23.0,35.0,6.0
2018-10-21,9.0,8.0,0.0,27.0,34.0,48.0,6.0
2018-10-22,33.0,27.0,0.0,44.0,48.0,70.0,11.0
2018-10-23,41.0,37.0,0.0,46.0,48.0,74.0,12.0
2018-10-24,47.0,42.0,0.0,44.0,49.0,73.0,11.0
2018-10-25,61.0,46.0,0.0,49.0,44.0,70.0,10.0
2018-10-26,50.0,44.0,0.0,51.0,38.0,59.0,11.0
2018-10-27,15.0,14.0,0.0,28.0,18.0,37.0,6.0
2018-10-28,9.0,10.0,0.0,28.0,26.0,42.0,5.0
2018-10-29,41.0,38.0,0.0,45.0,45.0,72.0,10.0
2018-10-30,43.0,38.0,0.0,45.0,49.0,73.0,10.0
2018-10-31,42.0,36.0,0.0,45.0,43.0,64.0,10.0
2018-11-01,40.0,33.0,0.0,47.0,44.0,67.0,11.0
2018-11-02,39.0,33.0,0.0,47.0,47.0,60.0,11.0
2018-11-03,10.0,10.0,0.0,28.0,22.0,35.0,7.0
2018-11-04,7.0,8.0,0.0,32.0,27.0,46.0,6.0
2018-11-05,35.0,29.0,0.0,51.0,47.0,75.0,11.0
2018-11-06,35.0,29.0,28.0,49.0,50.0,72.0,10.0
2018-11-07,35.0,33.0,0.0,42.0,50.0,72.0,10.0
2018-11-08,37.0,31.0,0.0,45.0,46.0,73.0,11.0
2018-11-09,34.0,27.0,0.0,40.0,31.0,59.0,15.0
2018-11-10,11.0,9.0,0.0,26.0,21.0,39.0,8.0
2018-11-11,7.0,7.0,0.0,25.0,22.0,48.0,7.0
2018-11-12,34.0,26.0,0.0,40.0,35.0,73.0,15.0
2018-11-13,38.0,31.0,0.0,43.0,47.0,79.0,20.0
2018-11-14,36.0,29.0,0.0,44.0,51.0,82.0,23.0
2018-11-15,36.0,30.0,0.0,43.0,47.0,78.0,18.0
2018-11-16,31.0,26.0,0.0,39.0,43.0,59.0,14.0
2018-11-17,10.0,9.0,0.0,25.0,19.0,39.0,9.0
2018-11-18,7.0,7.0,0.0,28.0,28.0,46.0,7.0
2018-11-19,36.0,27.0,0.0,42.0,46.0,73.0,14.0
2018-11-20,48.0,39.0,0.0,47.0,45.0,69.0,17.0
2018-11-21,42.0,32.0,0.0,48.0,36.0,60.0,19.0
2018-11-22,24.0,14.0,0.0,33.0,30.0,54.0,12.0
2018-11-23,26.0,19.0,0.0,33.0,27.0,41.0,20.0
2018-11-24,9.0,10.0,0.0,25.0,21.0,42.0,14.0
2018-11-25,7.0,7.0,0.0,25.0,31.0,47.0,11.0
2018-11-26,29.0,27.0,0.0,40.0,46.0,82.0,18.0
2018-11-27,33.0,28.0,0.0,44.0,55.0,88.0,17.0
2018-11-28,33.0,30.0,0.0,50.0,53.0,88.0,17.0
2018-11-29,35.0,30.0,0.0,46.0,47.0,88.0,17.0
2018-11-30,34.0,28.0,34.0,47.0,40.0,75.0,16.0
2018-12-01,9.0,10.0,0.0,27.0,25.0,42.0,10.0
2018-12-02,7.0,9.0,0.0,28.0,29.0,52.0,9.0
2018-12-03,35.0,31.0,0.0,47.0,46.0,87.0,19.0
2018-12-04,40.0,37.0,0.0,45.0,51.0,91.0,17.0
2018-12-05,35.0,29.0,0.0,40.0,51.0,78.0,15.0
2018-12-06,40.0,44.0,34.0,45.0,41.0,79.0,18.0
2018-12-07,37.0,37.0,0.0,45.0,41.0,64.0,17.0
2018-12-08,12.0,14.0,0.0,27.0,26.0,40.0,9.0
2018-12-09,8.0,10.0,0.0,28.0,23.0,49.0,8.0
2018-12-10,36.0,38.0,0.0,44.0,47.0,80.0,15.0
2018-12-11,32.0,33.0,0.0,41.0,39.0,82.0,14.0
2018-12-12,33.0,32.0,0.0,41.0,40.0,72.0,12.0
2018-12-13,33.0,28.0,0.0,41.0,38.0,81.0,12.0
2018-12-14,31.0,30.0,0.0,38.0,39.0,61.0,12.0
2018-12-15,10.0,13.0,0.0,24.0,21.0,35.0,8.0
2018-12-16,7.0,9.0,0.0,25.0,23.0,42.0,7.0
2018-12-17,32.0,35.0,0.0,42.0,36.0,62.0,13.0
2018-12-18,35.0,41.0,0.0,42.0,38.0,71.0,18.0
2018-12-19,37.0,43.0,0.0,43.0,43.0,63.0,19.0
2018-12-20,45.0,52.0,0.0,48.0,42.0,52.0,21.0
2018-12-21,48.0,54.0,0.0,50.0,32.0,45.0,17.0
2018-12-22,20.0,21.0,0.0,28.0,15.0,29.0,9.0
2018-12-23,12.0,12.0,0.0,27.0,12.0,24.0,7.0
2018-12-24,42.0,51.0,0.0,42.0,17.0,33.0,14.0
2018-12-25,24.0,30.0,0.0,34.0,15.0,26.0,9.0
2018-12-26,47.0,59.0,0.0,47.0,26.0,35.0,18.0
2018-12-27,52.0,59.0,0.0,51.0,22.0,37.0,17.0
2018-12-28,40.0,53.0,0.0,51.0,28.0,38.0,15.0
